Mod:Item:MetaData, Localized Name
tconstruct:cast_custom:3, Plate Cast
tconstruct:cast_custom:4, Gear Cast
tconstruct:clay_cast:0, item.tconstruct.clay_cast.blank
tconstruct:clay_cast:0, Pickaxe Head Clay Cast
tconstruct:clay_cast:0, Broad Axe Head Clay Cast
tconstruct:clay_cast:0, Hand Guard Clay Cast
tconstruct:clay_cast:0, Scythe Head Clay Cast
tconstruct:clay_cast:0, Pan Clay Cast
tconstruct:clay_cast:0, Sign Plate Clay Cast
tconstruct:clay_cast:0, Large Sword Blade Clay Cast
tconstruct:clay_cast:0, Shovel Head Clay Cast
tconstruct:clay_cast:0, Tough Binding Clay Cast
tconstruct:clay_cast:0, Arrow Head Clay Cast
tconstruct:clay_cast:0, Cross Guard Clay Cast
tconstruct:clay_cast:0, Tough Tool Rod Clay Cast
tconstruct:clay_cast:0, Knife Blade Clay Cast
tconstruct:clay_cast:0, Axe Head Clay Cast
tconstruct:clay_cast:0, Wide Guard Clay Cast
tconstruct:clay_cast:0, Sword Blade Clay Cast
tconstruct:clay_cast:0, Binding Clay Cast
tconstruct:clay_cast:0, Bowlimb Clay Cast
tconstruct:clay_cast:0, Tool Rod Clay Cast
tconstruct:clay_cast:0, Large Plate Clay Cast
tconstruct:clay_cast:0, Shard Clay Cast
tconstruct:clay_cast:0, Hammer Head Clay Cast
tconstruct:clay_cast:0, Sharpening Kit Clay Cast
tconstruct:clay_cast:0, Excavator Head Clay Cast
tconstruct:stone_torch:0, Stone Torch
tconstruct:stone_ladder:0, Stone Ladder
tconstruct:punji:0, Punji Sticks
tconstruct:rack:0, Item Rack
tconstruct:rack:1, Drying Rack
tconstruct:wood_rail:0, Wooden Rail
tconstruct:wood_rail_trapdoor:0, Wooden Rail with a Trapdoor
tconstruct:slime_channel:0, Green Slime Channel
tconstruct:slime_channel:1, Blue Slime Channel
tconstruct:slime_channel:2, Purple Slime Channel
tconstruct:slime_channel:3, Blood Channel
tconstruct:slime_channel:4, Magma Slime Channel
tconstruct:dried_clay:0, Dried Clay
tconstruct:dried_clay:1, Dried Bricks
tconstruct:dried_clay_slab:0, Dried Clay Slab
tconstruct:dried_clay_slab:1, Dried Bricks Slab
tconstruct:dried_clay_stairs:0, Dried Clay Stairs
tconstruct:dried_brick_stairs:0, Dried Bricks Stairs
tconstruct:brownstone:0, Smooth Brownstone
tconstruct:brownstone:1, Rough Brownstone
tconstruct:brownstone:2, Brownstone Paver
tconstruct:brownstone:3, Brownstone Bricks
tconstruct:brownstone:4, Cracked Brownstone Bricks
tconstruct:brownstone:5, Fancy Brownstone Bricks
tconstruct:brownstone:6, Square Brownstone Bricks
tconstruct:brownstone:7, Brownstone Road
tconstruct:brownstone:8, Brownstone Creeperface
tconstruct:brownstone:9, Triangle Brownstone Bricks
tconstruct:brownstone:10, Small Brownstone Bricks
tconstruct:brownstone:11, Brownstone Tiles
tconstruct:brownstone_slab:0, Smooth Brownstone Slab
tconstruct:brownstone_slab:1, Rough Brownstone Slab
tconstruct:brownstone_slab:2, Brownstone Paver Slab
tconstruct:brownstone_slab:3, Brownstone Bricks Slab
tconstruct:brownstone_slab:4, Cracked Brownstone Bricks Slab
tconstruct:brownstone_slab:5, Fancy Brownstone Bricks Slab
tconstruct:brownstone_slab:6, Square Brownstone Bricks Slab
tconstruct:brownstone_slab:7, Brownstone Road Slab
tconstruct:brownstone_slab2:0, Brownstone Creeperface Slab
tconstruct:brownstone_slab2:1, Triangle Brownstone Bricks Slab
tconstruct:brownstone_slab2:2, Small Brownstone Bricks Slab
tconstruct:brownstone_slab2:3, Brownstone Tile Slab
tconstruct:brownstone_stairs_smooth:0, Smooth Brownstone Stairs
tconstruct:brownstone_stairs_rough:0, Rough Brownstone Stairs
tconstruct:brownstone_stairs_paver:0, Brownstone Paver Stairs
tconstruct:brownstone_stairs_brick:0, Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_cracked:0, Cracked Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_fancy:0, Fancy Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_square:0, Square Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_triangle:0, Triangle Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_small:0, Small Brownstone Bricks Stairs
tconstruct:brownstone_stairs_road:0, Brownstone Road Stairs
tconstruct:brownstone_stairs_tile:0, Brownstone Tile Stairs
tconstruct:brownstone_stairs_creeper:0, Brownstone Creeperface Stairs
tconstruct:slimesling, Slimesling
tconstruct:slime_boots:0, Slime Boots
tconstruct:slime_boots:1, Slime Boots
tconstruct:slime_boots:2, Slime Boots
tconstruct:slime_boots:3, Congealed Blood Boots
tconstruct:slime_boots:4, Slime Boots
tconstruct:piggybackpack, Piggybackpack
tconstruct:throwball:0, Glowball
tconstruct:throwball:1, EFLN
tconstruct:stone_stick, Stone Rod
tconstruct:fancy_frame:0, Fancy Item Frame
tconstruct:fancy_frame:1, Aluminium Brass Item Frame
tconstruct:fancy_frame:2, Cobalt Item Frame
tconstruct:fancy_frame:3, Ardite Item Frame
tconstruct:fancy_frame:4, Manyullyn Item Frame
tconstruct:fancy_frame:5, Golden Item Frame
tconstruct:fancy_frame:6, Clear Item Frame
tconstruct:moms_spaghetti, Mom's Spaghetti
tconstruct:molten_iron:0, Molten Iron
tconstruct:molten_pigiron:0, Molten Pigiron
tconstruct:molten_knightslime:0, Molten Knightslime
tconstruct:molten_alubrass:0, Molten Aluminum Brass
tconstruct:molten_cobalt:0, Molten Cobalt
tconstruct:molten_ardite:0, Molten Ardite
tconstruct:molten_manyullyn:0, Molten Manyullyn
tconstruct:molten_copper:0, Molten Copper
tconstruct:molten_bronze:0, Molten Bronze
tconstruct:molten_lead:0, Molten Lead
tconstruct:molten_silver:0, Molten Silver
tconstruct:molten_electrum:0, Molten Electrum
tconstruct:molten_steel:0, Molten Steel
tconstruct:molten_gold:0, Molten Gold
tconstruct:molten_tin:0, Molten Tin
tconstruct:molten_nickel:0, Molten Nickel
tconstruct:molten_aluminum:0, Molten Aluminum
tconstruct:molten_stone:0, Seared Stone
tconstruct:molten_obsidian:0, Molten Obsidian
tconstruct:molten_clay:0, Molten Clay
tconstruct:molten_dirt:0, Liquid Dirt
tconstruct:molten_emerald:0, Molten Emerald
tconstruct:molten_glass:0, Molten Glass
tconstruct:blood:0, Blood
tconstruct:milk:0, Milk
tconstruct:blueslime:0, Liquid Blue Slime
tconstruct:purpleslime:0, Liquid Purple Slime
immersiveengineering:ore:0, Copper Ore
immersiveengineering:ore:1, Bauxite Ore
immersiveengineering:ore:2, Lead Ore
immersiveengineering:ore:3, Silver Ore
immersiveengineering:ore:4, Nickel Ore
immersiveengineering:ore:5, Uranium Ore
immersiveengineering:storage:0, Block of Copper
immersiveengineering:storage:1, Block of Aluminium
immersiveengineering:storage:2, Block of Lead
immersiveengineering:storage:3, Block of Silver
immersiveengineering:storage:4, Block of Nickel
immersiveengineering:storage:5, Block of Uranium
immersiveengineering:storage:6, Block of Constantan
immersiveengineering:storage:7, Block of Electrum
immersiveengineering:storage:8, Block of Steel
immersiveengineering:storageSlab:0, Copper Slab
immersiveengineering:storageSlab:1, Aluminium Slab
immersiveengineering:storageSlab:2, Lead Slab
immersiveengineering:storageSlab:3, Silver Slab
immersiveengineering:storageSlab:4, Nickel Slab
immersiveengineering:storageSlab:5, Uranium Slab
immersiveengineering:storageSlab:6, Constantan Slab
immersiveengineering:storageSlab:7, Electrum Slab
immersiveengineering:storageSlab:8, Steel Slab
immersiveengineering:stoneDecoration:0, Coke Brick
immersiveengineering:stoneDecoration:1, Blast Brick
immersiveengineering:stoneDecoration:2, Reinforced Blast Brick
immersiveengineering:stoneDecoration:3, Block of Coal Coke
immersiveengineering:stoneDecoration:4, Hempcrete
immersiveengineering:stoneDecoration:5, Concrete
immersiveengineering:stoneDecoration:6, Concrete Tile
immersiveengineering:stoneDecoration:7, Leaded Concrete
immersiveengineering:stoneDecoration:8, Insulating Glass
immersiveengineering:stoneDecorationSlab:0, Coke Brick Slab
immersiveengineering:stoneDecorationSlab:1, Blast Brick Slab
immersiveengineering:stoneDecorationSlab:2, Reinforced Blast Brick Slab
immersiveengineering:stoneDecorationSlab:4, Hempcrete Slab
immersiveengineering:stoneDecorationSlab:5, Concrete Slab
immersiveengineering:stoneDecorationSlab:6, Concrete Tile Slab
immersiveengineering:stoneDecorationSlab:7, Leaded Concrete Slab
immersiveengineering:stoneDecorationStairs_hempcrete, Hempcrete Stairs
immersiveengineering:stoneDecorationStairs_concrete, Concrete Stairs
immersiveengineering:stoneDecorationStairs_concrete_tile, Concrete Tile Stairs
immersiveengineering:stoneDecorationStairs_concrete_leaded, Leaded Concrete Stairs
immersiveengineering:stoneDevice:3, Concrete Sheet
immersiveengineering:stoneDevice:4, Concrete Panel
immersiveengineering:stoneDevice:5, Concrete Chunk
immersiveengineering:treatedWood:0, Treated Wood Planks
immersiveengineering:treatedWood:1, Treated Wood Planks
immersiveengineering:treatedWood:2, Treated Wood Planks
immersiveengineering:treatedWoodSlab:0, Treated Wood Slab
immersiveengineering:treatedWoodSlab:1, Treated Wood Slab
immersiveengineering:treatedWoodSlab:2, Treated Wood Slab
immersiveengineering:treatedWoodStairs0, Treated Wood Stairs
immersiveengineering:treatedWoodStairs1, Treated Wood Stairs
immersiveengineering:treatedWoodStairs2, Treated Wood Stairs
immersiveengineering:woodenDecoration:0, Treated Wood Fence
immersiveengineering:woodenDecoration:1, Treated Wood Scaffolding
immersiveengineering:woodenDevice0:0, Wooden Storage Crate
immersiveengineering:woodenDevice0:1, Wooden Barrel
immersiveengineering:woodenDevice0:2, Engineer's Workbench
immersiveengineering:woodenDevice0:3, Item Router
immersiveengineering:woodenDevice0:4, Gunpowder Barrel
immersiveengineering:woodenDevice0:5, Reinforced Storage Crate
immersiveengineering:woodenDevice0:6, Turntable
immersiveengineering:woodenDevice0:7, Fluid Router
immersiveengineering:woodenDevice1:0, Water Wheel
immersiveengineering:woodenDevice1:1, Windmill
immersiveengineering:woodenDevice1:2, Improved Windmill
immersiveengineering:woodenDevice1:3, Wooden Post
immersiveengineering:woodenDevice1:4, Wooden Wallmount
immersiveengineering:hemp, Industrial Hemp
immersiveengineering:clothDevice:0, Jump Cushion
immersiveengineering:clothDevice:1, Balloon
immersiveengineering:clothDevice:2, Strip Curtain
immersiveengineering:fakeLight, tile.immersiveengineering.fakeLight.name
immersiveengineering:sheetmetal:0, Copper Sheetmetal
immersiveengineering:sheetmetal:1, Aluminium Sheetmetal
immersiveengineering:sheetmetal:2, Lead Sheetmetal
immersiveengineering:sheetmetal:3, Silver Sheetmetal
immersiveengineering:sheetmetal:4, Nickel Sheetmetal
immersiveengineering:sheetmetal:5, Uranium Sheetmetal
immersiveengineering:sheetmetal:6, Constantan Sheetmetal
immersiveengineering:sheetmetal:7, Electrum Sheetmetal
immersiveengineering:sheetmetal:8, Steel Sheetmetal
immersiveengineering:sheetmetal:9, Iron Sheetmetal
immersiveengineering:sheetmetal:10, Gold Sheetmetal
immersiveengineering:sheetmetalSlab:0, Copper Sheetmetal Slab
immersiveengineering:sheetmetalSlab:1, Aluminium Sheetmetal Slab
immersiveengineering:sheetmetalSlab:2, Lead Sheetmetal Slab
immersiveengineering:sheetmetalSlab:3, Silver Sheetmetal Slab
immersiveengineering:sheetmetalSlab:4, Nickel Sheetmetal Slab
immersiveengineering:sheetmetalSlab:5, Uranium Sheetmetal Slab
immersiveengineering:sheetmetalSlab:6, Constantan Sheetmetal Slab
immersiveengineering:sheetmetalSlab:7, Electrum Sheetmetal Slab
immersiveengineering:sheetmetalSlab:8, Steel Sheetmetal Slab
immersiveengineering:sheetmetalSlab:9, Iron Sheetmetal Slab
immersiveengineering:sheetmetalSlab:10, Gold Sheetmetal Slab
immersiveengineering:metalDecoration0:0, Copper Coil Block
immersiveengineering:metalDecoration0:1, Electrum Coil Block
immersiveengineering:metalDecoration0:2, High-Voltage Coil Block
immersiveengineering:metalDecoration0:3, Redstone Engineering Block
immersiveengineering:metalDecoration0:4, Light Engineering Block
immersiveengineering:metalDecoration0:5, Heavy Engineering Block
immersiveengineering:metalDecoration0:6, Generator Block
immersiveengineering:metalDecoration0:7, Radiator Block
immersiveengineering:metalDecoration1:0, Steel Fence
immersiveengineering:metalDecoration1:1, Steel Scaffolding
immersiveengineering:metalDecoration1:2, Steel Scaffolding
immersiveengineering:metalDecoration1:3, Steel Scaffolding
immersiveengineering:metalDecoration1:4, Aluminium Fence
immersiveengineering:metalDecoration1:5, Aluminium Scaffolding
immersiveengineering:metalDecoration1:6, Aluminium Scaffolding
immersiveengineering:metalDecoration1:7, Aluminium Scaffolding
immersiveengineering:metalDecoration2:0, Steel Post
immersiveengineering:metalDecoration2:1, Steel Wallmount
immersiveengineering:metalDecoration2:2, Aluminium Post
immersiveengineering:metalDecoration2:3, Aluminium Wallmount
immersiveengineering:metalDecoration2:4, Lantern
immersiveengineering:metalDecoration2:5, Razor Wire
immersiveengineering:connector:0, LV Wire Connector
immersiveengineering:connector:1, LV Wire Relay
immersiveengineering:connector:2, MV Wire Connector
immersiveengineering:connector:3, MV Wire Relay
immersiveengineering:connector:4, HV Wire Connector
immersiveengineering:connector:5, HV Wire Relay
immersiveengineering:connector:6, Structural Cable Connector
immersiveengineering:connector:7, Transformer
immersiveengineering:connector:8, HV Transformer
immersiveengineering:connector:9, Breaker Switch
immersiveengineering:connector:10, Redstone Breaker
immersiveengineering:connector:11, Current Transformer
immersiveengineering:connector:12, Redstone Wire Connector
immersiveengineering:metalDevice0:0, LV Capacitor
immersiveengineering:metalDevice0:1, MV Capacitor
immersiveengineering:metalDevice0:2, HV Capacitor
immersiveengineering:metalDevice0:3, Creative Capacitor
immersiveengineering:metalDevice0:4, Metal Barrel
immersiveengineering:metalDevice0:5, Fluid Pump
immersiveengineering:metalDevice0:6, Fluid Outlet
immersiveengineering:metalDevice1:0, Blast Furnace Preheater
immersiveengineering:metalDevice1:1, External Heater
immersiveengineering:metalDevice1:2, Kinetic Dynamo
immersiveengineering:metalDevice1:3, Thermoelectric Generator
immersiveengineering:metalDevice1:4, Powered Lantern
immersiveengineering:metalDevice1:5, Charging Station
immersiveengineering:metalDevice1:6, Fluid Pipe
immersiveengineering:metalDevice1:7, Core Sample Drill
immersiveengineering:metalDevice1:8, Tesla Coil
immersiveengineering:metalDevice1:9, Floodlight
immersiveengineering:metalDevice1:10, Chemthrower Turret
immersiveengineering:metalDevice1:11, Gun Turret
immersiveengineering:metalDevice1:13, Garden Cloche
immersiveengineering:conveyor, tile.immersiveengineering.conveyor.name
immersiveengineering:fluidCreosote, Creosote Oil
immersiveengineering:fluidPlantoil, Plant Oil
immersiveengineering:fluidEthanol, Ethanol
immersiveengineering:fluidBiodiesel, Biodiesel
immersiveengineering:fluidConcrete, Liquid Concrete
immersiveengineering:material:0, Treated Stick
immersiveengineering:material:1, Iron Rod
immersiveengineering:material:2, Steel Rod
immersiveengineering:material:3, Aluminium Rod
immersiveengineering:material:4, Industrial Hemp Fiber
immersiveengineering:material:5, Tough Fabric
immersiveengineering:material:6, Coal Coke
immersiveengineering:material:7, Slag
immersiveengineering:material:8, Iron Mechanical Component
immersiveengineering:material:9, Steel Mechanical Component
immersiveengineering:material:10, Waterwheel Segment
immersiveengineering:material:11, Windmill Blade
immersiveengineering:material:12, Improved Windmill Blade
immersiveengineering:material:13, Wooden Grip
immersiveengineering:material:14, Revolver Barrel
immersiveengineering:material:15, Revolver Drum
immersiveengineering:material:16, Revolver Hammer
immersiveengineering:material:17, Coke Dust
immersiveengineering:material:18, HOP Graphite Dust
immersiveengineering:material:19, HOP Graphite Ingot
immersiveengineering:material:20, Copper Wire
immersiveengineering:material:21, Electrum Wire
immersiveengineering:material:22, Aluminium Wire
immersiveengineering:material:23, Steel Wire
immersiveengineering:metal:0, Copper Ingot
immersiveengineering:metal:1, Aluminium Ingot
immersiveengineering:metal:2, Lead Ingot
immersiveengineering:metal:3, Silver Ingot
immersiveengineering:metal:4, Nickel Ingot
immersiveengineering:metal:5, Uranium Ingot
immersiveengineering:metal:6, Constantan Ingot
immersiveengineering:metal:7, Electrum Ingot
immersiveengineering:metal:8, Steel Ingot
immersiveengineering:metal:9, Copper Grit
immersiveengineering:metal:10, Aluminium Grit
immersiveengineering:metal:11, Lead Grit
immersiveengineering:metal:12, Silver Grit
immersiveengineering:metal:13, Nickel Grit
immersiveengineering:metal:14, Uranium Grit
immersiveengineering:metal:15, Constantan Grit
immersiveengineering:metal:16, Electrum Grit
immersiveengineering:metal:17, Steel Grit
immersiveengineering:metal:18, Iron Grit
immersiveengineering:metal:19, Gold Grit
immersiveengineering:metal:20, Copper Nugget
immersiveengineering:metal:21, Aluminium Nugget
immersiveengineering:metal:22, Lead Nugget
immersiveengineering:metal:23, Silver Nugget
immersiveengineering:metal:24, Nickel Nugget
immersiveengineering:metal:25, Uranium Nugget
immersiveengineering:metal:26, Constantan Nugget
immersiveengineering:metal:27, Electrum Nugget
immersiveengineering:metal:28, Steel Nugget
immersiveengineering:metal:29, Iron Nugget
immersiveengineering:metal:30, Copper Plate
immersiveengineering:metal:31, Aluminium Plate
immersiveengineering:metal:32, Lead Plate
immersiveengineering:metal:33, Silver Plate
immersiveengineering:metal:34, Nickel Plate
immersiveengineering:metal:35, Uranium Plate
immersiveengineering:metal:36, Constantan Plate
immersiveengineering:metal:37, Electrum Plate
immersiveengineering:metal:38, Steel Plate
immersiveengineering:metal:39, Iron Plate
immersiveengineering:metal:40, Gold Plate
immersiveengineering:tool:0, Engineer's Hammer
immersiveengineering:tool:1, Engineer's Wire Cutters
immersiveengineering:tool:2, Engineer's Voltmeter
immersiveengineering:tool:3, Engineer's Manual
immersiveengineering:toolbox, Engineer's Toolbox
immersiveengineering:wirecoil:0, LV Wire Coil
immersiveengineering:wirecoil:1, MV Wire Coil
immersiveengineering:wirecoil:2, HV Wire Coil
immersiveengineering:wirecoil:3, Hemp Rope Coil
immersiveengineering:wirecoil:4, Steel Cable Coil
immersiveengineering:wirecoil:5, Redstone Wire Coil
immersiveengineering:seed:0, Industrial Hemp Seeds
